;Produit;Prix moyen;Variation;Prix min;Prix max
1770; POMELOS rose Floride colis de 40 (les 40 pièces) ;37.00; -1.00; 36.00; 40.00
1771; POMELOS rouge Espagne colis de 40 (les 40 pièces) ;23.00; =; 20.00; 24.00
1772; POMELOS rouge Floride colis de 40-48 (les 40-48 pièces) ;37.00; =; 32.00; 42.00
1773; POMELOS rose Floride colis de 40 (la pièce) ;0.95; =; 0.85; 1.00
1774; POMELOS rose Floride colis de 48 (la pièce) ;0.85; =; 0.80; 0.90
1775; POMELOS rose Floride colis de 56 (la pièce) ;0.65; =; 0.58; 0.70
1776; POMELOS rouge Espagne colis de 35 (la pièce) ;0.68; =; 0.65; 0.70
1777; POMELOS rouge Espagne colis de 40 (la pièce) ;0.66; =; 0.65; 0.70
1778; POMELOS rouge Espagne colis de 45 (la pièce) ;0.57; =; 0.55; 0.60
1779; POMELOS rose Corse biologique ;2.09; -0.47; 1.75; 2.91
1780; POMELOS rouge U.E. biologique ;1.88; -0.10; 1.84; 1.92
1781; POMELOS rose Floride colis 15kg ;3.40; =; 3.20; 3.50
1782; POMELOS rouge Import colis de 40-48 ;1.30; -0.05; 1.20; 1.40
1783; POMELOS rouge U.E. colis de 40-48 ;1.60; -0.05; 1.40; 1.80
1784; POMELOS rose Turquie colis de 40 ;0.90; =;  ;  
1785; POMELOS rouge Espagne colis de 45 ;1.10; =; 1.00; 1.20
1786; POMELOS rouge Floride colis de 40 ;2.50; =; 2.20; 2.60
1787; POMELOS rose Corse biologique ;2.65; +0.02; 2.61; 2.69
1788; POMELOS rouge U.E. biologique ;1.69; =; 1.60; 1.88
1789; POMELOS rouge Afrique du sud colis de 45 (la pièce) ;1.05; =; 0.60; 1.45
1790; POMELOS rouge Espagne colis de 45 (la pièce) ;0.53; =; 0.40; 0.70
1791; POMELOS rose Corse biologique ;4.32; +0.03; 3.75; 7.10
1792; POMELOS rose U.E. biologique ;2.87; +0.14; 1.49; 4.40
1793; CHOU Romanesco Manche cat.I gros colis de 6 (la pièce) (qte:pièce(s)) ;1.05; +0.20; 0.93; 1.14
1794; CHOU vert Manche gros plateau de 6 (la pièce) (qte:pièce(s)) ;0.63; -0.04; 0.51; 0.71
1795; CHOU Romanesco Bretagne cat.I moyen colis de 8 (les 8 pièces) ;11.36; +4.19; 7.05; 13.95
1796; CHOU Romanesco Bretagne cat.I gros colis de 6 (les 6 pièces) ;9.81; +1.14; 9.09; 11.24
1797; CHOU Romanesco Bretagne cat.I moyen colis de 8 (les 8 pièces) ;11.51; +3.37; 8.74; 12.90
1798; CHOU vert Bretagne gros 1,5kg colis de 6 (les 6 pièces) ;3.16;  ; 0.87; 4.28
1799; CHOU Romanesco Bretagne cat.I moyen colis de 8 (les 8 pièces) ;12.93; +2.42; 10.60; 14.53
1800; CHOU frisé Rhône-Alpes ;0.58; =; 0.52; 0.63
1801; CHOU rouge Rhône-Alpes ;0.58; =; 0.52; 0.63
1802; CHOU vert Rhône-Alpes ;0.58; =; 0.52; 0.63
1803; CHOU frisé Sud-Ouest cat.I (les 6 pièces) ;5.50; =; 5.00; 6.00
1804; CHOU rouge Sud-Ouest cat.I plateau (les 6 pièces) ;6.00; =;  ;  
1805; CHOU vert Sud-Ouest cat.I colis de 6 (les 6 pièces) ;6.50; +1.00;  ;  
1806; CHOU Brocoli Sud-Est cat.I ;1.50; =; 1.50; 1.60
1807; CHOU frisé Sud-Est colis de 6 ;6.50; =; 6.00; 7.00
1808; CHOU Brocoli Roussillon ;2.50; =;  ;  
1809; CHOU Rave Roussillon (la pièce) ;1.00; =;  ;  
1810; CHOU rouge Sud-Est ;1.20; =;  ;  
1811; CHOU Romanesco Bretagne cat.I moyen colis de 8 (les 8 pièces) ;14.20; +3.20; 13.30; 14.70
1812; CHOU vert Bretagne cat.I gros plateau de 6 (les 6 pièces) ;5.75; -0.45; 5.45; 6.30
1813; CHOU blanc Manche cat.I moyen colis de 6 ;0.43; =; 0.40; 0.45
1814; CHOU Romanesco Basse-Normandie cat.I gros colis de 6 (les 6 pièces) ;8.70; =; 8.10; 9.00
1815; CHOU rouge Manche cat.I moyen colis de 6 ;0.48; =; 0.42; 0.52
1816; CHOU vert Manche cat.I gros colis de 6 (les 6 pièces) ;6.30; -0.80; 6.00; 6.60
1817; CHOU blanc Nord cat.I colis de 6 (la pièce) ;0.90; +0.05; 0.75; 1.00
1818; CHOU rouge Nord cat.I colis de 6 (la pièce) ;0.80; -0.05; 0.50; 1.00
1819; CHOU Brocoli Méditerranée biologique moyen ;2.70; =;  ;  
1820; CHOU Rave Méditerranée biologique moyen (la pièce) ;0.87; +0.01; 0.80; 0.97
1821; CHOU blanc France biologique (la pièce) ;1.05; -0.03; 0.88; 1.20
1822; CHOU Brocoli France biologique ;2.80; +0.10; 2.50; 2.90
1823; CHOU frisé France biologique (la pièce) ;1.37; +0.01; 1.30; 1.61
1824; CHOU Rave France biologique (la pièce) ;0.88; +0.02; 0.80; 0.97
1825; CHOU Romanesco France biologique (la pièce) ;2.08;  ; 1.90; 2.24
1826; CHOU rouge France biologique (la pièce) ;1.31; =; 0.88; 1.74
1827; CHOU frisé Belgique cat.I gros (la pièce) ;0.74; +0.21;  ;  
1828; CHOU Brocoli Espagne biologique cat.I ;2.50; +0.15; 2.30; 2.70
1829; CHOU Rave Espagne biologique (la pièce) ;0.65; =;  ;  
1830; CHOU Brocoli Espagne cat.I ;2.10; +0.20; 1.80; 2.30
1831; CHOU Chinois Espagne cat.I ;1.20; =;  ;  
1832; CHOU Frisé vert Espagne cat.I colis de 6 (les 6 pièces) ;5.50; =; 4.50; 6.50
1833; CHOU Romanesco Espagne cat.I (les 6 pièces) ;7.00; =;  ;  
1834; CHOU blanc France biologique (la pièce) ;1.51; -0.03; 1.00; 1.90
1835; CHOU Brocoli France biologique ;3.02; -0.22; 3.00; 3.10
1836; CHOU Brocoli U.E. biologique ;2.88; +0.31; 2.18; 3.45
1837; CHOU Chinois France biologique ;3.56;  ; 2.95; 4.59
1838; CHOU Chinois U.E. biologique ;2.23; +0.09; 1.50; 3.09
1839; CHOU frisé France biologique (la pièce) ;1.80; -0.12; 1.10; 2.50
1840; CHOU Kale France biologique ;3.56; +0.27; 2.65; 4.24
1841; CHOU Rave France biologique (la pièce) ;1.11; =; 0.86; 1.48
1842; CHOU Romanesco France biologique (la pièce) ;2.09;  ;  ;  
1843; CHOU Romanesco U.E. biologique (la pièce) ;2.32; +0.13; 1.75; 3.10
1844; CHOU rouge France biologique (la pièce) ;1.55; -0.03; 1.05; 2.15
1845; CHOU rouge France biologique cagette ;1.53; +0.10; 1.43; 1.91
1846; CHOU blanc France cat.I ;0.75; =; 0.60; 0.80
1847; CHOU Brocoli Espagne cat.I ;2.10; +0.40; 2.00; 2.38
1848; CHOU frisé France cat.I ;0.75; =; 0.65; 0.80
1849; CHOU rouge France cat.I ;0.80; =; 0.75; 0.85
1850; CHOU blanc France cat.I colis de 6 (les 6 pièces) ;8.10; +0.05; 7.50; 8.70
1851; CHOU blanc Pays-Bas cat.I ;1.55; -0.05; 1.35; 1.63
1852; CHOU Brocoli Espagne cat.I ;1.70; +0.05; 1.60; 1.85
1853; CHOU Chinois U.E. cat.I colis de 6 ;10.65; +0.75; 8.40; 13.20
1854; CHOU frisé France cat.I colis de 6 (les 6 pièces) ;9.00; =; 7.20; 11.88
1855; CHOU Romanesco France cat.I colis de 6 (les 6 pièces) ;13.50; +2.70;  ;  
1856; CHOU Romanesco U.E. cat.I colis de 6 ;1.50; =; 1.45; 1.66
1857; CHOU rouge France cat.I colis de 6 (les 6 pièces) ;8.20; -0.10; 7.50; 9.00
1858; CHOU rouge Pays-Bas cat.I (la pièce) ;1.50; =; 1.30; 1.64
1859; CHOU blanc France cat.I colis de 6 (les 6 pièces) ;7.20; =; 6.60; 7.50
1860; CHOU Brocoli Espagne cat.I ;1.80; =; 1.50; 2.00
1861; CHOU rouge France cat.I colis de 6 (les 6 pièces) ;7.20; =; 6.60; 7.50
1862; CHOU vert France cat.I colis de 6 (les 6 pièces) ;7.70; =; 6.60; 9.00
1863; CHOU blanc France cat.I colis de 6 (la pièce) ;0.90; =;  ;  
1864; CHOU Brocoli Espagne cat.I ;1.40; =; 1.30; 1.60
1865; CHOU rouge France cat.I (la pièce) ;0.90; -0.10;  ;  
1866; CHOU blanc Belgique cat.I colis de 6 (les 6 pièces) ;6.80; -0.20; 6.00; 7.50
1867; CHOU Brocoli Espagne cat.I ;1.40; =; 1.00; 1.50
1868; CHOU frisé Espagne cat.I colis de 6 (les 6 pièces) ;7.50; -0.50;  ;  
1869; CHOU frisé France cat.I colis de 6 (les 6 pièces) ;8.00; -0.25;  ;  
1870; CHOU rouge Belgique cat.I colis de 6 (les 6 pièces) ;7.00; =; 6.00; 8.50
1871; CHOU blanc France cat.I cagette (la pièce) ;1.10; =; 1.00; 1.20
1872; CHOU Brocoli Espagne cat.I ;2.10; =; 1.80; 2.30
1873; CHOU frisé France cat.I colis de 6 (les 6 pièces) ;7.80; =; 7.50; 8.40
1874; CHOU rouge France cat.I cagette (la pièce) ;1.10; =; 1.00; 1.20
1875; CHOU vert Val de Loire cat.I botte (la botte) ;1.15; =; 1.10; 1.20
1876; CHOU blanc France biologique (la pièce) ;1.36; +0.04; 1.15; 1.55
1877; CHOU Brocoli U.E. biologique ;2.95; +0.46; 2.18; 3.45
1878; CHOU Chinois U.E. biologique ;2.28; +0.16; 1.90; 2.75
1879; CHOU frisé France biologique (la pièce) ;1.89; -0.29; 1.52; 2.20
1880; CHOU Rave France biologique (la pièce) ;1.11; +0.01; 0.86; 1.40
1881; CHOU rouge France biologique (la pièce) ;1.44; =; 1.05; 1.56
1882; CHOU blanc U.E. cat.I caisse ;1.70; =; 1.20; 2.00
1883; CHOU Brocoli U.E. cat.I caisse de 6 ;1.85; =; 1.50; 2.20
1884; CHOU frisé France cat.I caisse de 6 ;1.70; =;  ;  
1885; CHOU Romanesco France cat.I ;2.20; =;  ;  
1886; CHOU Romanesco U.E. cat.I ;1.95; +0.05; 1.75; 2.17
1887; CHOU rouge U.E. cat.I caisse ;1.65; =; 1.20; 2.00
1888; CHOU blanc France cat.I ;0.80; =; 0.65; 0.90
1889; CHOU blanc Pays-Bas cat.I ;0.65; =; 0.50; 0.70
1890; CHOU Brocoli Espagne cat.I ;2.00; +0.40; 1.80; 2.30
1891; CHOU rouge France cat.I ;0.85; =; 0.70; 0.90
1892; CHOU rouge Pays-Bas cat.I sac ;0.70; =; 0.50; 0.75
1893; CHOU vert France cat.I colis de 6 (les 6 pièces) ;7.50; =; 7.00; 8.00
1894; CHOU Chinois Import cat.I ;0.80; =; 0.75; 0.85
1895; CHOU blanc France biologique (la pièce) ;1.44; -0.05; 1.30; 1.52
1896; CHOU Brocoli France biologique ;3.00; =;  ;  
1897; CHOU Brocoli U.E. biologique ;2.75; +0.24; 2.25; 3.20
1898; CHOU Chinois U.E. biologique ;1.99; +0.06; 1.50; 2.30
1899; CHOU frisé France biologique (la pièce) ;1.59; -0.16; 1.41; 2.00
1900; CHOU Kale France biologique ;3.50; +0.04;  ;  
1901; CHOU Rave France biologique (la pièce) ;1.07; +0.01; 0.94; 1.15
1902; CHOU Romanesco France biologique (la pièce) ;2.09; +0.49;  ;  
1903; CHOU Romanesco U.E. biologique (la pièce) ;2.24; -0.01;  ;  
1904; CHOU rouge France biologique (la pièce) ;1.38; =;  ;  
1905; CHOU rouge France biologique cagette ;1.43; +0.13;  ;  
1906; CHOU blanc France cat.I (la pièce) ;1.26; =; 0.80; 1.60
1907; CHOU Brocoli U.E. cat.I ;1.72; =; 1.20; 2.20
1908; CHOU Rave France cat.I (la pièce) ;0.77; =; 0.60; 0.85
1909; CHOU Romanesco France cat.I colis de 6 (la pièce) ;2.23; =; 1.80; 2.70
1910; CHOU rouge France cat.I (la pièce) ;1.28; =; 0.80; 1.75
1911; CHOU vert France cat.I gros (la pièce) ;1.58; =; 1.00; 2.00
1912; CHOU frisé France biologique (la pièce) ;1.78; =;  ;  
1913; CHOU rouge France biologique cagette ;1.91; +0.04;  ;  
1914; CHOU blanc France cat.I (les 6 pièces) ;7.50; =; 6.00; 7.80
1915; CHOU Brocoli Espagne cat.I ;2.10; +0.50; 1.60; 2.20
1916; CHOU Frisé vert France cat.I colis de 6 (les 6 pièces) ;8.40; =; 7.50; 8.80
1917; CHOU rouge France cat.I (les 6 pièces) ;7.50; =; 6.00; 7.80
1918; CHOU blanc Italie cat.I ;0.50; =;  ;  
1919; CHOU blanc France biologique (la pièce) ;2.70; +0.30; 1.99; 4.08
1920; CHOU Brocoli France biologique ;5.02; -0.38; 3.60; 5.98
1921; CHOU frisé France biologique (la pièce) ;2.89; +0.11; 2.23; 4.40
1922; MARRON CHATAIGNE France biologique ;7.21; +0.36; 5.74; 7.51
1923; MARRON Chine -45/kg ;2.30; =; 2.20; 2.40
1924; MARRON CHATAIGNE France biologique ;7.51; =;  ;  
1925; MARRON CHATAIGNE (Comballe) Italie G3(85-100/kg) ;4.00; =;  ;  
1926; MARRON CHATAIGNE France vrac ;7.70; +0.02;  ;  
1927; GROSEILLE À MAQUEREAU blanche France barq.125g ;13.35; =; 12.00; 16.00
1928; GROSEILLE À MAQUEREAU blanche Allemagne barq.500g ;3.50; =; 3.00; 4.00
1929; GROSEILLE À MAQUEREAU noire Allemagne barq.500g ;4.00; -0.40; 3.60; 4.40
1930; GROSEILLE À MAQUEREAU blanche Allemagne barq.500g ;3.20; =; 3.00; 3.40
1931; GROSEILLE À MAQUEREAU noire Allemagne barq.500g ;4.10; +0.20; 3.80; 4.40
1932; BASILIC France colis de 8 (les 8 pièces) ;1.60; -0.05; 1.50; 1.70
1933; BASILIC Import botte (les 10 bottes) ;4.30; =; 4.00; 5.00
1934; ENDIVE Rhône-Alpes cat.I colis 5kg ;1.40; =;  ;  
1935; ENDIVE Rhône-Alpes extra colis 5kg ;1.60; =;  ;  
1936; ENDIVE Bretagne cat.I sachet 1kg ;1.23; +0.03; 1.12; 1.35
1937; ENDIVE haut de gamme Bretagne cat.I colis 5kg ;1.23; +0.03; 1.10; 1.35
1938; ENDIVE Nord-Picardie cat.I 2x500g ;1.33; +0.01;  ;  
1939; ENDIVE Nord-Picardie cat.I colis 5kg ;1.15; -0.02; 0.60; 1.75
1940; ENDIVE Nord-Picardie cat.I sachet 1kg ;1.09; -0.04; 0.70; 1.25
1941; ENDIVE Nord-Picardie extra colis 5kg ;1.11; -0.05; 0.75; 1.37
1942; ENDIVE Nord-Picardie extra plateau 1rg ;1.32; -0.06; 1.20; 1.61
1943; ENDIVE France biologique ;5.48; +0.66; 3.50; 6.96
1944; ENDIVE Belgique cat.I colis 5kg ;0.83; -0.31;  ;  
1945; ENDIVE Belgique extra colis 5kg ;1.08; -0.07;  ;  
1946; ENDIVE Pays-Bas cat.I 9-14cm colis 5kg ;1.10;  ;  ;  
1947; ENDIVE France biologique ;5.90; +0.71; 3.50; 7.50
1948; ENDIVE U.E. biologique ;4.45; +0.47; 4.17; 4.81
1949; ENDIVE Belgique extra colis 5kg ;1.50; =; 1.40; 1.60
1950; ENDIVE France cat.I colis 5kg ;1.40; =; 1.20; 1.65
1951; ENDIVE France extra colis 5kg ;1.70; =; 1.40; 2.25
1952; ENDIVE Belgique cat.I colis 5kg ;1.85; +0.10; 1.55; 1.98
1953; ENDIVE France cat.I colis 5kg ;1.65; +0.05; 1.55; 1.85
1954; ENDIVE Nord-Picardie extra colis 5kg ;1.70; +0.05; 1.60; 1.90
1955; ENDIVE Nord-Picardie cat.I colis 5kg ;1.20; +0.10; 1.10; 1.25
1956; ENDIVE Nord-Picardie extra colis 5kg ;1.30; +0.10; 1.20; 1.35
1957; ENDIVE Belgique cat.I ;1.60; +0.10; 1.30; 1.80
1958; ENDIVE France extra colis 5kg ;1.75; =; 1.60; 1.85
1959; ENDIVE France cat.I colis 5kg ;1.60; =; 1.55; 1.65
1960; ENDIVE France biologique ;5.91; +1.07; 5.16; 6.96
1961; ENDIVE U.E. biologique ;4.81;  ;  ;  
1962; ENDIVE France cat.I colis 5kg ;1.95; -0.05; 1.75; 2.20
1963; ENDIVE Nord-Picardie cat.I colis 5kg ;1.40; =; 1.30; 1.50
1964; ENDIVE Nord-Picardie extra colis 5kg ;1.60; =; 1.50; 1.70
1965; ENDIVE France biologique ;5.49; +0.48; 5.25; 5.90
1966; ENDIVE U.E. biologique ;4.17; +0.19;  ;  
1967; ENDIVE France cat.I colis 5kg ;1.94; =; 1.80; 2.15
1968; ENDIVE France biologique ;5.81; +0.16;  ;  
1969; ENDIVE France cat.I colis 5kg ;1.50; =; 1.40; 1.70
1970; ENDIVE Belgique cat.I colis 5kg (les 5kg) ;7.50; =; 7.00; 8.00
1971; ENDIVE Pays-Bas cat.I colis 5kg (les 5kg) ;8.00; =; 7.50; 8.50
1972; ENDIVE Allemagne cat.I colis 5kg (les 5kg) ;7.50; =; 7.00; 8.00
1973; ENDIVE Belgique cat.I colis 5kg (les 5kg) ;5.25; =; 4.75; 5.75
1974; ENDIVE France biologique ;8.56; -0.02; 5.29; 10.00
1975; ENDIVE France sachet 1kg ;1.92; -0.25; 1.39; 2.75
1976; ENDIVE France vrac ;2.82; +0.05; 2.25; 3.29
1977; PANAIS France ;1.80; =;  ;  
1978; PANAIS France biologique ;2.13; =; 1.80; 2.57
1979; PANAIS France biologique ;2.47; +0.09; 1.80; 3.44
1980; PANAIS France ;1.50; =; 1.45; 1.60
1981; PANAIS France plateau ;1.90; +0.05; 1.80; 2.00
1982; PANAIS France plateau ;1.50; =; 1.35; 1.60
1983; PANAIS France biologique ;2.50; -0.02; 2.15; 2.84
1984; PANAIS France plateau ;1.90; =;  ;  
1985; PANAIS France ;1.40; =; 1.30; 1.50
1986; PANAIS France biologique ;2.36; +0.24; 2.20; 2.50
1987; PANAIS France ;1.89; =; 1.70; 2.15
1988; PANAIS France biologique ;2.51; =; 2.47; 2.59
1989; PANAIS France plateau ;1.60; =; 1.40; 1.90
1990; PANAIS France biologique ;3.99; +0.04; 3.04; 4.80
1991; THYM France botte (les 10 bottes) ;6.00; =; 5.50; 6.50
1992; POMME Golden Rhône-Alpes cat.I 150/180g caisse litée ;0.90; =;  ;  
1993; POMME Golden Rhône-Alpes cat.I 170/220g caisse litée ;1.00; =;  ;  
1994; POMME Golden Rhône-Alpes cat.I 201/270g plateau 1rg ;1.20; =;  ;  
1995; POMME Belchard Sud-Ouest cat.I 115/150g caisse ;1.10; =;  ;  
1996; POMME Fuji du Sud-Ouest cat.I 136/200g caisse ;0.90; =; 0.90; 1.00
1997; POMME Gala du Sud-Ouest cat.I 136/200g caisse ;0.90; =; 0.90; 1.00
1998; POMME Golden du Sud-Ouest cat.I 136/200g caisse ;0.90; =; 0.90; 1.00
1999; POMME Gala 136/200g caisse ;0.90; =; 0.80; 0.90
2000; POMME Gala Roussillon 170/220g ;1.10; =;  ;  
2001; POMME Gala Roussillon 201/270g ;1.25; =;  ;  
2002; POMME Golden Roussillon 170/220g ;1.10; =;  ;  
2003; POMME Golden Roussillon 201/270g ;1.20; =;  ;  
2004; POMME Golden Sud-Est +135g ;0.75; =;  ;  
2005; POMME Gala IGP Savoie cat.I 170/220g plateau 1rg ;1.35; =;  ;  
2006; POMME Gala IGP Savoie cat.I 201/270g plateau 1rg ;1.40; =;  ;  
2007; POMME Golden IGP Savoie cat.I 170/220g plateau 1rg ;1.45; =; 1.30; 1.45
2008; POMME Golden IGP Savoie cat.I 201/270g plateau 1rg ;1.50; +0.05; 1.30; 1.60
2009; POMME Reinette grise du Canada IGP Savoie cat.I 170/220g plateau 1rg ;1.65; =;  ;  
2010; POMME Reinette grise du Canada IGP Savoie cat.I 201/270g plateau 1rg ;1.70; =;  ;  
2011; POMME Bicolore Alsace biologique cat.I 136/200g caisse ;1.71; =;  ;  
2012; POMME Bicolore Alsace-Lorraine cat.I 170/220g plateau ;1.35; =;  ;  
2013; POMME Bicolore Alsace-Lorraine cat.I 95/130g sachet ;0.89; -0.05;  ;  
2014; POMME Gala Alsace-Lorraine cat.I 170/220g plateau ;1.41; =;  ;  
2015; POMME Gala Alsace-Lorraine cat.I 95/130g sachet ;1.00; =;  ;  
2016; POMME Golden Alsace-Lorraine cat.I 170/220g plateau ;1.36; =;  ;  
2017; POMME Golden Alsace-Lorraine cat.I 95/130g sachet ;1.16; =;  ;  
2018; POMME autres variétés Méditerranée biologique caisse ;1.88; -0.10; 1.60; 2.11
2019; POMME Bicolore Méditerranée biologique caisse ;1.83; +0.02; 1.50; 2.29
2020; POMME Chantecler Méditerranée biologique caisse ;1.75;  ;  ;  
2021; POMME Gala Méditerranée biologique caisse ;1.63; +0.03; 1.50; 1.85
2022; POMME Golden Méditerranée biologique caisse ;1.61; -0.04; 1.40; 2.09
2023; POMME Goldrush Méditerranée biologique caisse ;1.93; =;  ;  
2024; POMME Granny smith Méditerranée biologique caisse ;1.39; +0.02; 1.20; 1.50
2025; POMME Story Méditerranée biologique caisse ;1.67; =; 1.30; 2.00
2026; POMME Golden AOP Limousin cat.I 150/180g France(Dest) plateau 2rg ;1.10; =; 1.10; 1.20
2027; POMME Golden AOP Limousin cat.I 170/220g plateau 1rg ;1.50; +0.05; 1.45; 1.50
2028; POMME Golden AOP Limousin cat.I 201/270g plateau 1rg ;1.70; +0.10; 1.60; 1.70
2029; POMME Bicolore France biologique 115/150g caisse vrac ;1.80; +0.06; 1.40; 2.52
2030; POMME Bicolore France biologique 80/130g caisse vrac ;1.82; +0.19; 1.72; 1.93
2031; POMME rustique France biologique 115/150g caisse vrac ;1.89; -0.01; 1.50; 2.41
2032; POMME type-Golden France biologique 115/150g caisse vrac ;1.67; -0.02; 1.40; 2.09
2033; POMME Bicolore France 95/130g sachet ;0.85; =; 0.73; 1.10
2034; POMME Braeburn France cat.I 170/220g plateau 1rg ;1.08; =; 0.90; 1.30
2035; POMME Chantecler France cat.I 150/180g plateau 2rg ;1.45; =; 1.00; 1.60
2036; POMME Chantecler France cat.I 170/220g plateau 1rg ;1.68; =; 1.50; 1.80
2037; POMME Chantecler France cat.I 201/270g plateau 1rg ;1.77; +0.02; 1.50; 1.90
2038; POMME Fuji France cat.I 115/150g sachet ;0.85; =; 0.77; 0.98
2039; POMME Fuji France cat.I 136/200g caisse ;0.95; =; 0.90; 1.00
2040; POMME Fuji France cat.I 170/220g plateau 1rg ;1.25; =; 1.10; 1.50
2041; POMME Fuji France cat.I 201/270g plateau 1rg ;1.30; =; 1.25; 1.50
2042; POMME Gala France cat.I 115/150g sachet ;0.85; =; 0.70; 0.90
2043; POMME Gala France cat.I 150/180g plateau 2rg ;1.00; =; 0.85; 1.05
2044; POMME Gala France cat.I 170/220g plateau 1rg ;1.22; =; 1.00; 1.40
2045; POMME Gala France cat.I 201/270g plateau 1rg ;1.27; +0.01; 1.10; 1.35
2046; POMME Golden France cat.I 115/150g sachet ;0.89; +0.01; 0.75; 1.05
2047; POMME Golden France cat.I 136/200g caisse ;0.85; =; 0.80; 0.90
2048; POMME Golden France cat.I 150/180g plateau 2rg ;0.95; +0.03; 0.80; 1.15
2049; POMME Golden France cat.I 170/220g plateau 1rg ;1.26; +0.01; 1.00; 1.45
2050; POMME Golden France cat.I 201/270g plateau 1rg ;1.32; +0.01; 1.15; 1.60
2051; POMME Granny smith France cat.I 150/180g plateau 2rg ;0.95; +0.04; 0.90; 1.15
2052; POMME Granny smith France cat.I 170/220g plateau 1rg ;1.19; =; 1.10; 1.30
2053; POMME Granny smith France cat.I 201/270g plateau 1rg ;1.30; =; 1.20; 1.40
2054; POMME Jonagored France cat.I 115/150g sachet ;0.92; =;  ;  
2055; POMME Jonagored France cat.I 136/200g caisse ;0.82; =; 0.70; 0.90
2056; POMME Jonagored France cat.I 170/220g plateau 1rg ;1.35; -0.03; 1.35; 1.60
2057; POMME Reinette grise du Canada France cat.I 150/180g plateau 2rg ;1.40; =; 1.30; 1.50
2058; POMME Reinette grise du Canada France cat.I 170/220g plateau 1rg ;1.60; =; 1.45; 1.75
2059; POMME Reinette grise du Canada France cat.I 201/270g plateau 1rg ;1.70; =; 1.50; 1.90
2060; POMME Rouge americaine France cat.I 170/220g plateau 1rg ;1.02; =; 0.90; 1.10
2061; POMME Rouge americaine France cat.I 201/270g plateau 1rg ;1.08; =; 1.00; 1.30
2062; POMME Braeburn France cat.I Gde-Bretagne M gros(Dest) bushel de 138-150 (le bushel) ;13.50; =; 13.50; 14.50
2063; POMME Chantecler France cat.I 201/270g Espagne(Dest) plateau 1rg ;1.60; +0.05;  ;  
2064; POMME Golden France cat.I 201/270g Espagne(Dest) plateau 1rg ;1.65; +0.05; 1.60; 1.70
2065; POMME Granny smith France cat.I Gde-Bretagne supermarché(Dest) bushel de 100-113 (le bushel) ;16.50; +0.50; 15.50; 18.20
2066; POMME Granny smith France cat.I Grand Export bushel de 100-113 (le bushel) ;16.00; =;  ;  
2067; POMME Golden Sud-Est industrie benne compote ;430.75; +9.25; 350.00; 500.00
2068; POMME Golden Sud-Ouest industrie benne compote ;437.84; +0.43; 350.00; 455.00
2069; POMME Golden Val de Loire industrie benne compote ;441.52;  ; 433.00; 455.00
2070; POMME mélange France industrie benne jus frais ;332.58; +6.50; 250.00; 360.00
2071; POMME mélange Sud-Est industrie benne compote ;342.24; +4.60; 330.00; 450.00
2072; POMME mélange Sud-Ouest industrie benne compote ;387.13; +3.83; 310.00; 425.00
2073; POMME mélange Val de Loire industrie benne compote ;368.08; +15.98; 320.00; 450.00
2074; POMME autres variétés France biologique ;2.14; -0.04; 1.50; 3.16
2075; POMME Bicolore France biologique ;2.13; +0.05; 1.30; 3.21
2076; POMME Gala France biologique ;1.99; -0.07; 1.50; 2.99
2077; POMME Golden France biologique ;2.08; +0.03; 1.50; 3.00
2078; POMME Gala France biologique 170/220g plateau 1rg ;2.20; =; 1.90; 2.20
2079; POMME Gala France cat.I 136/200g caisse vrac ;0.95; =;  ;  
2080; POMME Gala France cat.I 170/220g plateau 2rg ;1.25; =; 1.10; 1.40
2081; POMME Gala France cat.I 201/270g plateau 1rg ;1.60; =; 1.60; 1.70
2082; POMME Golden France biologique cat.I 170/220g plateau 1rg ;2.20; =; 1.90; 2.20
2083; POMME Golden France cat.I 136/200g caisse vrac ;0.90; =; 0.80; 1.00
2084; POMME Golden France cat.I 170/220g plateau 2rg ;1.10; =; 1.10; 1.20
2085; POMME Golden France cat.I 201/270g plateau 1rg ;1.40; =; 1.30; 1.50
2086; POMME Granny smith France cat.I 201/270g plateau 1rg ;1.60; =; 1.60; 1.65
2087; POMME Juliet France biologique cat.I 170/220g plateau 1rg ;2.30; =; 2.20; 2.40
2088; POMME Reinette grise du Canada France cat.I 136/200g caisse vrac ;1.00; =;  ;  
2089; POMME Reinette grise du Canada France cat.I 170/220g plateau 2rg ;1.30; =;  ;  
2090; POMME Reinette grise du Canada France cat.I 201/270g plateau 1rg ;1.95; =; 1.80; 2.00
2091; POMME Chantecler France cat.I 201/270g plateau 1rg ;2.20; =; 2.10; 2.39
2092; POMME Gala France cat.I 201/270g plateau 1rg ;1.70; =; 1.60; 1.90
2093; POMME Golden France cat.I 201/270g plateau 1rg ;1.65; =; 1.50; 1.75
2094; POMME Granny smith France cat.I 170/220g plateau 1rg ;1.85; =; 1.70; 2.00
2095; POMME Pink-lady France cat.I 201/270g plateau 1rg ;2.30; =; 2.20; 2.45
2096; POMME Reinette grise du Canada France cat.I 170/220g plateau 1rg ;2.05; -0.10; 2.00; 2.20
2097; POMME Belchard France cat.I 136/200g caisse ;1.40; =; 1.30; 1.50
2098; POMME Belchard France cat.I 201/270g plateau 1rg ;2.20; =; 2.00; 2.50
2099; POMME Fuji France cat.I 136/200g caisse ;1.40; =;  ;  
