;Origine;libellé;Avril2020;Mai2020;Juin2020;Juil.2020;Août2020;Septe.2020;Octo.2020;Nove.2020;Déce.2020;Janv.2021;Févr.2021;Mars2021
5306;France : fruits et légumes bio - grossistes; HARICOT VERT U.E. biologique (le kg) ; 6.45; 5.84; 5.31; 5.04; 3.56; 4.95; 6.47; 5.67;  ;  ;  ;  
5307;Marché de Bologne : fruits et légumes; HARICOT VERT Maroc cat.I fin (le kg) ; 3.00; 3.00;  ;  ;  ;  ;  ;  ;  ;  ; 2.30; 3.98
5308;Marché de Bologne : fruits et légumes; HARICOT VERT vert Italie cat.I fin (le kg) ;  ; 4.00; 2.80; 1.53; 1.27; 1.50;  ; 5.00; 3.94; 5.25; 6.50;  
5309;Marché de Lyon-Corbas : fruits et légumes; HARICOT VERT Bobby Italie cat.I moyen (le kg) ;  ;  ; 2.13; 1.65;  ;  ;  ;  ;  ;  ;  ;  
5310;Marché de Lyon-Corbas : fruits et légumes; HARICOT VERT Coco plat Maroc cat.I moyen (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 3.22; 2.35
5311;Marché de Lyon-Corbas : fruits et légumes; HARICOT VERT vert France ramassé machine cat.I fin (le kg) ;  ;  ; 2.53; 1.81; 1.54; 2.10; 1.90;  ;  ;  ;  ;  
5312;Marché de Lyon-Corbas : fruits et légumes; HARICOT VERT vert Kenya extra très fin (le kg) ; 6.95; 7.00; 7.10; 6.33; 6.45; 6.39; 6.42; 6.44; 6.28; 6.34; 6.50; 6.50
5313;Marché de Lyon-Corbas : fruits et légumes; HARICOT VERT vert Maroc cat.I fin plateau (le kg) ; 2.80; 2.00; 2.10;  ;  ;  ;  ;  ;  ;  ;  ;  
5314;Marché de Lyon-Corbas : fruits et légumes; HARICOT VERT vert Maroc cat.I très fin (le kg) ; 3.05; 2.73; 2.77; 1.80;  ; 2.20; 2.45; 2.33; 2.57; 2.44; 3.02; 3.48
5315;MIN d'Avignon-Cavaillon : fruits et légumes; HARICOT VERT Coco plat Espagne cat.I (le kg) ;  ; 3.55; 3.60; 3.55; 4.80; 4.79; 4.17; 3.24; 3.08;  ;  ;  
5316;MIN d'Avignon-Cavaillon : fruits et légumes; HARICOT VERT Coco plat France cat.I (le kg) ;  ;  ; 7.28; 5.67; 5.50;  ; 6.00;  ;  ;  ;  ;  
5317;MIN d'Avignon-Cavaillon : fruits et légumes; HARICOT VERT Coco plat Maroc cat.I (le kg) ; 2.59; 2.60; 2.92; 3.28; 3.90;  ; 3.22; 2.88; 2.73; 2.77; 2.89; 3.06
5318;MIN d'Avignon-Cavaillon : fruits et légumes; HARICOT VERT France cat.I fin (le kg) ;  ; 8.10; 6.19; 5.45; 6.10; 6.05; 5.43; 5.17; 5.00;  ;  ;  
5319;MIN d'Avignon-Cavaillon : fruits et légumes; HARICOT VERT Maroc cat.I fin (le kg) ; 3.59; 3.10; 3.28; 2.46; 2.90;  ; 2.87; 2.86; 3.02; 3.02; 3.25; 3.70
5320;MIN de Bordeaux-Brienne : fruits et légumes; HARICOT VERT Beurre France cat.I fin (le kg) ;  ;  ;  ; 4.40;  ;  ;  ;  ;  ;  ;  ;  
5321;MIN de Bordeaux-Brienne : fruits et légumes; HARICOT VERT Coco plat Espagne cat.I fin (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 2.00;  ;  
5322;MIN de Bordeaux-Brienne : fruits et légumes; HARICOT VERT Coco plat France ramassé main cat.I fin (le kg) ;  ;  ;  ;  ; 3.30;  ;  ;  ;  ;  ;  ;  
5323;MIN de Bordeaux-Brienne : fruits et légumes; HARICOT VERT Coco plat Maroc cat.I moyen plateau (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 2.46; 2.90;  
5324;MIN de Bordeaux-Brienne : fruits et légumes; HARICOT VERT vert France ramassé machine cat.I fin (le kg) ;  ;  ;  ; 1.76; 1.58; 1.68; 1.70;  ;  ;  ;  ;  
5325;MIN de Bordeaux-Brienne : fruits et légumes; HARICOT VERT vert France ramassé main cat.I fin plateau (le kg) ;  ;  ;  ; 6.15; 7.50;  ; 5.00;  ;  ;  ;  ;  
5326;MIN de Bordeaux-Brienne : fruits et légumes; HARICOT VERT vert Kenya cat.I extra fin colis 4kg (le kg) ;  ;  ;  ; 7.17; 7.08; 7.07; 6.81; 6.70; 6.48; 6.50; 6.57; 6.70
5327;MIN de Bordeaux-Brienne : fruits et légumes; HARICOT VERT vert Maroc cat.I fin (le kg) ;  ;  ;  ;  ;  ;  ; 2.70; 2.63; 2.61; 2.57; 2.80;  
5328;MIN de Bordeaux-Brienne : fruits et légumes; HARICOT VERT vert Sénégal cat.I très fin (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 3.80;  ;  
5329;MIN de Lomme-Lille : fruits et légumes; HARICOT VERT vert France ramassé machine cat.I fin colis 5kg (le kg) ;  ;  ;  ;  ;  ; 2.05; 1.82;  ;  ;  ;  ;  
5330;MIN de Lomme-Lille : fruits et légumes; HARICOT VERT vert Maroc cat.I très fin colis 5kg (le kg) ;  ;  ;  ;  ;  ;  ; 2.53; 2.40; 2.40; 2.60; 2.85; 3.15
5331;MIN de Marseille : fruits et légumes; HARICOT VERT Bobby Italie cat.I fin (le kg) ;  ;  ;  ; 3.00; 2.98; 3.52; 2.82;  ;  ;  ;  ;  
5332;MIN de Marseille : fruits et légumes; HARICOT VERT Coco plat Maroc cat.I moyen (le kg) ;  ;  ; 3.00; 2.62; 2.71; 3.55; 3.22; 2.60; 2.36; 2.50; 2.20; 2.49
5333;MIN de Marseille : fruits et légumes; HARICOT VERT vert Maroc cat.I fin (le kg) ;  ;  ; 2.65; 2.67;  ; 2.40; 2.66; 2.35; 2.46; 2.54; 3.08; 3.30
5334;MIN de Nantes : fruits et légumes; HARICOT VERT vert France ramassé machine cat.I fin (le kg) ;  ;  ; 2.80; 1.86; 1.45; 1.82; 1.64;  ;  ;  ;  ;  
5335;MIN de Nantes : fruits et légumes; HARICOT VERT vert France ramassé main cat.I fin (le kg) ;  ; 6.95; 7.56; 6.64; 6.63; 5.38;  ;  ;  ;  ;  ;  
5336;MIN de Nantes : fruits et légumes; HARICOT VERT vert Kenya extra très fin (le kg) ;  ;  ; 7.00; 7.18; 7.10; 6.90; 6.80; 6.70; 6.55; 6.55; 6.53; 6.40
5337;MIN de Nantes : fruits et légumes; HARICOT VERT vert Maroc cat.I fin (le kg) ;  ;  ; 3.60;  ;  ;  ; 2.75; 2.57; 2.52; 2.68; 3.95; 3.58
5338;MIN de Nantes : fruits et légumes; HARICOT VERT vert Sénégal cat.I fin (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 3.70; 3.79; 4.42
5339;MIN de Nantes : fruits et légumes bio; HARICOT VERT Coco plat U.E. biologique (le kg) ; 4.36; 3.72; 3.47;  ;  ;  ;  ;  ;  ;  ;  ;  
5340;MIN de Nantes : fruits et légumes bio; HARICOT VERT France biologique (le kg) ;  ; 11.78; 10.42; 9.18; 7.54; 7.80; 7.47;  ;  ;  ;  ;  
5341;MIN de Nantes : fruits et légumes bio; HARICOT VERT U.E. biologique (le kg) ; 6.65; 5.81; 5.17; 5.65;  ; 7.32;  ;  ;  ;  ;  ;  
5342;MIN de Nice : fruits et légumes; HARICOT VERT Coco plat France cat.I caisse (le kg) ;  ;  ;  ;  ;  ; 5.50; 5.50;  ;  ;  ;  ;  
5343;MIN de Nice : fruits et légumes; HARICOT VERT Coco plat Import cat.I caisse (le kg) ; 2.78; 2.19; 2.71; 3.10; 3.73; 4.00; 3.40; 3.28; 3.04; 2.98; 3.01; 3.44
5344;MIN de Nice : fruits et légumes; HARICOT VERT Coco plat U.E. cat.I caisse (le kg) ;  ; 3.27; 4.12; 3.87; 4.50;  ; 4.40; 2.77; 2.54; 2.61; 2.75; 4.31
5345;MIN de Nice : fruits et légumes; HARICOT VERT vert France cat.I fin plateau (le kg) ;  ;  ;  ; 7.25;  ; 6.70; 6.20; 5.80;  ;  ;  ;  
5346;MIN de Nice : fruits et légumes; HARICOT VERT vert Import cat.I fin plateau (le kg) ; 3.12; 2.89; 3.17; 2.66; 3.83; 3.72; 3.40; 2.97; 2.68; 2.76; 3.24; 4.03
5347;MIN de Nice : fruits et légumes; HARICOT VERT vert U.E. cat.I fin plateau (le kg) ;  ;  ;  ;  ;  ; 2.90; 2.48; 2.80;  ; 3.20; 3.64; 3.18
5348;MIN de Rungis : fruits et légumes 1; HARICOT VERT Coco plat Maroc cat.I fin (le kg) ;  ;  ;  ;  ;  ;  ;  ; 2.00; 2.15; 1.97; 1.80; 2.23
5349;MIN de Rungis : fruits et légumes 1; HARICOT VERT Coco plat Maroc cat.I très fin (le kg) ; 3.50; 2.69; 2.53; 2.06;  ;  ;  ;  ;  ; 2.22; 2.20; 2.72
5350;MIN de Rungis : fruits et légumes 1; HARICOT VERT vert Allemagne ramassé machine cat.I fin (le kg) ;  ;  ;  ;  ;  ; 2.17; 1.84;  ;  ;  ;  ;  
5351;MIN de Rungis : fruits et légumes 1; HARICOT VERT vert Burkina Faso extra très fin (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 3.20; 3.08; 3.20
5352;MIN de Rungis : fruits et légumes 1; HARICOT VERT vert France ramassé machine cat.I fin (le kg) ;  ;  ; 2.40; 1.95; 1.31; 1.99; 1.60;  ;  ;  ;  ;  
5353;MIN de Rungis : fruits et légumes 1; HARICOT VERT vert Kenya extra très fin (le kg) ;  ; 6.38; 6.80; 6.51; 6.50; 6.50; 6.50; 6.50; 5.93; 6.42; 6.50; 5.83
5354;MIN de Rungis : fruits et légumes 1; HARICOT VERT vert Maroc cat.I fin (le kg) ; 2.50; 2.31; 2.38; 1.88;  ; 2.50; 2.40; 2.50; 1.89; 2.43; 1.96;  
5355;MIN de Rungis : fruits et légumes 1; HARICOT VERT vert Maroc cat.I très fin (le kg) ; 3.20; 3.01; 2.80; 1.98;  ;  ;  ; 2.60; 2.51; 3.02; 2.62; 3.75
5356;MIN de Rungis : fruits et légumes bio; HARICOT VERT Coco plat U.E. biologique (le kg) ; 3.20; 3.18; 3.26; 3.13; 3.40;  ; 3.92; 3.12; 3.22; 4.97; 6.88;  
5357;MIN de Rungis : fruits et légumes bio; HARICOT VERT France biologique (le kg) ;  ; 10.60; 9.46; 8.72; 7.79; 8.15; 6.60; 8.87;  ;  ;  ;  
5358;MIN de Rungis : fruits et légumes bio; HARICOT VERT U.E. biologique (le kg) ; 6.14; 5.85; 5.29; 5.21; 3.00; 3.00; 6.54; 5.83;  ;  ;  ;  
5359;MIN de Strasbourg : fruits et légumes; HARICOT VERT Coco plat Maroc cat.I moyen (le kg) ;  ;  ; 2.50; 2.43; 2.55; 3.05;  ; 2.21; 2.47; 2.42; 2.24; 2.14
5360;MIN de Strasbourg : fruits et légumes; HARICOT VERT France cat.I fin (le kg) ;  ;  ;  ; 2.36; 2.02; 2.17; 2.25;  ;  ;  ;  ;  
5361;MIN de Strasbourg : fruits et légumes; HARICOT VERT vert hors Fr. cat.I fin (le kg) ;  ;  ;  ;  ;  ;  ; 2.34; 2.30; 2.44; 2.71; 2.39; 3.07
5362;MIN de Strasbourg : fruits et légumes; HARICOT VERT vert Maroc cat.I fin (le kg) ;  ;  ; 2.32; 2.58;  ;  ;  ;  ;  ;  ;  ;  
5363;MIN de Strasbourg : fruits et légumes; HARICOT VERT vert Maroc cat.I moyen (le kg) ;  ; 2.87;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
5364;MIN de Strasbourg : fruits et légumes bio; HARICOT VERT France biologique (le kg) ;  ;  ;  ;  ;  ;  ; 6.91;  ;  ;  ;  ;  
5365;MIN de Toulouse : fruits et légumes; HARICOT VERT Coco plat Maroc cat.I moyen (le kg) ;  ;  ; 2.65; 2.48;  ;  ; 2.77; 2.32; 2.48; 2.40; 1.94; 2.26
5366;MIN de Toulouse : fruits et légumes; HARICOT VERT vert France ramassé machine cat.I moyen (le kg) ;  ;  ;  ; 1.67; 1.60; 1.53;  ;  ;  ;  ;  ;  
5367;MIN de Toulouse : fruits et légumes; HARICOT VERT vert Maroc cat.I fin (le kg) ;  ;  ;  ;  ;  ;  ; 2.34; 2.48; 2.73; 2.50; 2.95; 3.20
5368;Marché de Lyon-Corbas carreau : fruits et légumes; AUBERGINE Rhône-Alpes cat.I (le kg) ;  ; 2.05; 1.83; 1.51; 1.68; 1.83; 1.76;  ;  ;  ;  ;  
5369;Marché de Perpignan carreau : fruits et légumes; AUBERGINE longue-violette Roussillon (le kg) ; 2.30; 2.30; 2.27; 2.00; 1.95; 1.80; 1.80; 1.80; 1.80;  ;  ;  
5370;MIN d'Agen carreau : fruits et légumes; AUBERGINE Graffiti Sud-Ouest plateau (le kg) ;  ;  ; 1.65; 1.42; 1.56;  ; 1.50;  ;  ;  ;  ;  
5371;MIN d'Agen carreau : fruits et légumes; AUBERGINE Sud-Ouest cat.I plateau (le kg) ;  ;  ; 1.56; 1.38; 1.39; 1.34; 1.38; 1.40;  ;  ;  ;  
5372;MIN de Cavaillon carreau : fruits et légumes; AUBERGINE demi-ronde Sud-Est (le kg) ;  ;  ; 1.70; 1.12; 1.50; 1.57; 1.30; 1.20; 1.20; 1.20;  ;  
5373;MIN de Cavaillon carreau : fruits et légumes; AUBERGINE longue Sud-Est plateau (le kg) ;  ;  ;  ; 1.30; 1.55; 1.70;  ;  ;  ;  ;  ;  
5374;MIN de Châteaurenard carreau : fruits et légumes; AUBERGINE demi-ronde Sud-Est plateau (le kg) ;  ; 1.99; 1.41; 1.21; 1.61; 1.77; 1.33; 1.20;  ;  ;  ;  
5375;MIN de Châteaurenard carreau : fruits et légumes; AUBERGINE Graffiti Sud-Est cat.I (le kg) ;  ;  ;  ; 1.56; 1.70; 1.70;  ;  ;  ;  ;  ;  
5376;MIN de Châteaurenard carreau : fruits et légumes; AUBERGINE longue Sud-Est plateau (le kg) ;  ; 2.17; 1.70; 1.50;  ;  ;  ;  ;  ;  ;  ;  
5377;Bassin Centre-Ouest : fruits et légumes; AUBERGINE Centre-Ouest cat.I plateau (le kg) ;  ; 1.52; 1.40; 1.27; 1.50; 1.66; 1.39;  ;  ;  ;  ;  
5378;Bassins Sud-Est et Roussillon : fruits et légumes bio; AUBERGINE Graffiti Méditerranée biologique (le kg) ;  ;  ; 3.65;  ;  ;  ;  ;  ;  ;  ;  ;  
5379;Bassins Sud-Est et Roussillon : fruits et légumes bio; AUBERGINE longue Méditerranée biologique (le kg) ;  ; 3.58; 3.25; 2.20; 2.04; 2.52; 2.61; 2.80;  ;  ;  ;  
5380;Bassin Sud-Est : fruits et légumes 1; AUBERGINE demi-ronde Sud-Est cat.I (le kg) ;  ; 1.65; 1.37; 1.22; 1.59; 1.75;  ;  ;  ;  ;  ;  
5381;Bassin Sud-Ouest : fruits et légumes autres; AUBERGINE Sud-Ouest cat.I plateau (le kg) ;  ; 1.46; 1.40; 1.26; 1.55; 1.62; 1.24;  ;  ;  ;  ;  
5382;France : fruits et légumes bio - expédition; AUBERGINE longue-violette France biologique (le kg) ;  ; 3.62; 3.29; 2.06; 1.79; 2.58; 2.78; 2.98; 3.36;  ;  ;  
5383;France : fruits et légumes bio - import; AUBERGINE Espagne biologique cat.I (le kg) ; 3.05; 2.85; 1.58; 1.67; 1.85; 2.17; 2.05; 1.35; 1.84; 4.19; 2.19; 2.02
5384;Marché de St-Charles : fruits et légumes - import; AUBERGINE Espagne cat.I colis 5kg (le kg) ; 0.82; 0.87; 0.71; 0.86; 1.19; 1.38; 1.15; 0.75; 1.38; 3.12; 0.96; 0.75
5385;Pays-Bas : fruits et légumes; AUBERGINE longue-violette Pays-Bas de serre cat.I 250-300g colis 5kg (le kg) ;  ;  ; 1.15; 1.25; 1.67; 2.63; 1.64;  ;  ;  ;  ;  
5386;Pays-Bas : fruits et légumes; AUBERGINE longue-violette Pays-Bas de serre cat.I 300-400g colis 5kg (le kg) ;  ;  ; 1.05; 1.25; 1.59; 2.20; 1.58;  ;  ;  ;  ;  
5387;Pays-Bas : fruits et légumes; AUBERGINE longue-violette Pays-Bas de serre cat.I 400-500g colis 5kg (le kg) ;  ;  ; 1.02; 1.20; 1.53; 2.02; 1.58;  ;  ;  ;  ;  
5388;Pays-Bas : fruits et légumes; AUBERGINE Pays-Bas de serre cat.I 500-600g colis 5kg (le kg) ;  ;  ; 0.97; 1.22; 1.38; 1.45;  ;  ;  ;  ;  ;  
5389;France : fruits et légumes bio - grossistes; AUBERGINE longue-violette France biologique (le kg) ;  ; 4.52; 3.98; 2.62; 2.28; 3.07; 3.24; 3.21;  ;  ;  ;  
5390;France : fruits et légumes bio - grossistes; AUBERGINE longue-violette U.E. biologique (le kg) ; 3.46; 3.24; 2.37; 1.84; 2.05; 2.39; 2.35; 1.80; 2.00; 4.09; 3.00; 2.27
5391;Marché de Bologne : fruits et légumes; AUBERGINE demi-ronde Italie cat.I (le kg) ; 1.98; 1.15; 1.30; 1.73; 0.85; 1.48; 2.00; 1.62; 1.88; 2.25; 2.20; 1.80
5392;Marché de Lyon-Corbas : fruits et légumes; AUBERGINE Espagne biologique (le kg) ; 3.45; 3.34; 2.62; 1.77; 1.88; 2.09; 2.24; 1.83; 1.58; 3.04; 1.52; 2.00
5393;Marché de Lyon-Corbas : fruits et légumes; AUBERGINE France biologique (le kg) ; 3.00; 3.47; 3.66; 2.59; 2.11; 2.66;  ;  ;  ;  ;  ;  
5394;Marché de Lyon-Corbas : fruits et légumes; AUBERGINE Italie biologique (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 3.14; 2.06
5395;Marché de Lyon-Corbas : fruits et légumes; AUBERGINE longue-violette Belgique cat.I (le kg) ; 1.59; 1.75; 1.47; 1.50; 1.93; 2.57;  ;  ;  ;  ;  ;  
5396;Marché de Lyon-Corbas : fruits et légumes; AUBERGINE longue-violette Espagne cat.I (le kg) ; 1.12; 1.26; 0.95; 1.11; 1.41; 1.74; 1.44; 0.96; 1.69; 3.31; 1.19; 1.00
5397;Marché de Lyon-Corbas : fruits et légumes; AUBERGINE longue-violette France cat.I (le kg) ;  ; 1.90; 1.60; 1.45; 1.79; 2.11; 1.65;  ;  ;  ;  ;  
5398;Marché de Lyon-Corbas : fruits et légumes; AUBERGINE longue-violette Italie cat.I (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 3.17;  ;  
5399;MIN d'Avignon-Cavaillon : fruits et légumes; AUBERGINE Espagne cat.I (le kg) ; 1.41; 1.37; 1.19; 1.25; 1.73; 2.33; 1.87; 1.38; 1.83; 3.62; 1.57; 1.30
5400;MIN d'Avignon-Cavaillon : fruits et légumes; AUBERGINE France cat.I (le kg) ;  ;  ; 1.82; 1.42; 1.87; 2.15; 1.83; 1.40;  ;  ;  ;  
5401;MIN de Bordeaux-Brienne : fruits et légumes; AUBERGINE Belgique cat.I (le kg) ;  ;  ;  ; 1.70;  ;  ;  ;  ;  ;  ;  ;  
5402;MIN de Bordeaux-Brienne : fruits et légumes; AUBERGINE Espagne cat.I (le kg) ;  ;  ;  ; 1.45; 1.69; 2.04; 1.68; 1.28; 1.73; 3.30; 1.54; 1.23
5403;MIN de Bordeaux-Brienne : fruits et légumes; AUBERGINE France cat.I (le kg) ;  ;  ;  ; 1.62; 1.81; 2.10; 1.94;  ;  ;  ;  ;  
5404;MIN de Bordeaux-Brienne : fruits et légumes; AUBERGINE Italie cat.I (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 3.90;  ;  
5405;MIN de Lomme-Lille : fruits et légumes; AUBERGINE Belgique cat.I (le kg) ;  ;  ;  ;  ;  ; 2.10; 2.30;  ;  ;  ;  ;  
5406;MIN de Lomme-Lille : fruits et légumes; AUBERGINE Espagne cat.I (le kg) ;  ;  ;  ;  ;  ;  ; 1.90; 1.30; 1.80; 3.83; 1.52; 1.25
5407;MIN de Lomme-Lille : fruits et légumes; AUBERGINE France cat.I (le kg) ;  ;  ;  ;  ;  ; 2.38; 2.50;  ;  ;  ;  ;  
5408;MIN de Marseille : fruits et légumes; AUBERGINE Espagne cat.I (le kg) ;  ;  ; 0.97; 1.10; 1.43; 1.88; 1.62; 1.04; 1.56; 3.25; 1.32; 0.97
5409;MIN de Marseille : fruits et légumes; AUBERGINE France cat.I (le kg) ;  ;  ; 1.30; 1.17; 1.44; 2.20; 1.63;  ;  ;  ;  ;  
5410;MIN de Marseille : fruits et légumes; AUBERGINE Italie cat.I (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 3.25; 1.80;  
5411;MIN de Nantes : fruits et légumes; AUBERGINE Espagne cat.I plateau (le kg) ; 1.59; 1.34; 1.08; 1.05;  ; 2.21; 1.68; 1.06; 1.81; 3.80; 1.54; 1.26
5412;MIN de Nantes : fruits et légumes; AUBERGINE France cat.I (le kg) ; 2.39; 2.02; 1.83; 1.49; 1.75; 2.16; 1.73;  ;  ;  ;  ; 1.96
5413;MIN de Nantes : fruits et légumes bio; AUBERGINE longue-violette France biologique (le kg) ;  ; 4.73; 4.06; 2.68; 2.19; 2.89; 2.80; 3.03;  ;  ;  ;  
5414;MIN de Nantes : fruits et légumes bio; AUBERGINE longue-violette U.E. biologique (le kg) ; 3.50; 3.14; 2.36; 1.93;  ; 2.31; 2.46; 1.79; 1.88; 4.41; 2.88; 2.25
5415;MIN de Nice : fruits et légumes; AUBERGINE demi-ronde violette France cat.I (le kg) ;  ;  ; 1.68; 1.44; 1.73; 1.86; 1.60;  ;  ;  ;  ;  
5416;MIN de Nice : fruits et légumes; AUBERGINE demi-ronde violette U.E. cat.I caisse (le kg) ; 1.41; 1.43; 1.19; 1.37; 1.60; 2.03; 1.89; 1.43; 1.80; 3.10; 1.51; 1.25
5417;MIN de Nice : fruits et légumes; AUBERGINE Graffiti U.E. cat.I (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 3.12; 3.04; 2.74
5418;MIN de Rungis : fruits et légumes 1; AUBERGINE Espagne cat.I (le kg) ; 1.32; 1.34;  ;  ;  ; 1.95; 1.62; 1.10; 1.85; 3.89; 1.34; 1.07
5419;MIN de Rungis : fruits et légumes 1; AUBERGINE France cat.I (le kg) ; 1.68; 1.69; 1.58; 1.52; 1.84; 2.55;  ;  ;  ;  ;  ;  
5420;MIN de Rungis : fruits et légumes 1; AUBERGINE Pays-Bas cat.I (le kg) ; 1.72; 1.66; 1.37; 1.30; 1.78; 2.98;  ;  ;  ;  ;  ; 1.18
5421;MIN de Rungis : fruits et légumes bio; AUBERGINE longue-violette France biologique (le kg) ;  ; 4.55; 3.73; 2.32; 2.22; 3.03; 3.27; 3.19;  ;  ;  ;  
5422;MIN de Rungis : fruits et légumes bio; AUBERGINE longue-violette U.E. biologique (le kg) ; 3.36; 3.15; 2.02; 1.55; 1.92; 2.45; 2.13; 1.75; 1.99; 3.96; 2.69; 2.09
5423;MIN de Strasbourg : fruits et légumes; AUBERGINE longue-violette Espagne cat.I 6-8cm plateau (le kg) ;  ; 1.39; 1.23; 1.07; 1.28; 1.94; 1.73; 1.31; 1.60; 3.60; 1.43; 1.27
5424;MIN de Strasbourg : fruits et légumes; AUBERGINE longue-violette France cat.I 6-8cm (le kg) ;  ;  ; 2.31; 1.86; 2.08; 2.34;  ;  ;  ;  ;  ;  
5425;MIN de Toulouse : fruits et légumes; AUBERGINE Espagne cat.I (le kg) ; 1.36; 1.35; 0.97; 1.07;  ; 1.65; 1.43; 1.04; 1.62; 3.17; 1.23; 1.07
5426;MIN de Toulouse : fruits et légumes; AUBERGINE France cat.I (le kg) ;  ; 2.00; 1.70; 1.45; 1.60; 1.91; 1.70; 1.40;  ;  ;  ;  
5427;MIN de Toulouse : fruits et légumes; AUBERGINE Italie cat.I (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 3.20;  ;  
5428;Bio magasins spécialisés (DRIVE); AUBERGINE longue-violette U.E. biologique (le kg) ;  ;  ;  ;  ;  ;  ;  ; 3.50; 3.44; 4.25; 5.30; 3.81
5429;Légumes France DETAIL GMS; AUBERGINE violette France biologique (le kg) ;  ;  ;  ;  ;  ;  ; 5.41;  ;  ;  ;  ;  
5430;Légumes France DETAIL GMS; AUBERGINE violette France biologique cdt 2 (le cdt 2) ;  ;  ;  ;  ;  ;  ; 2.90;  ;  ;  ;  ;  
5431;Légumes France DETAIL GMS; AUBERGINE violette France vrac (le kg) ;  ;  ;  ;  ;  ;  ; 3.05; 2.48; 2.36;  ;  ;  
5432;Légumes France DETAIL GMS; AUBERGINE violette hors Fr. biologique (le kg) ;  ;  ;  ;  ;  ;  ; 4.88; 4.13; 4.07; 5.30; 5.07; 4.16
5433;Légumes France DETAIL GMS; AUBERGINE violette hors Fr. biologique cdt 2 (le cdt 2) ;  ;  ;  ;  ;  ;  ; 2.66; 2.39; 2.16; 2.79; 2.74; 2.42
5434;Légumes France DETAIL GMS; AUBERGINE violette hors Fr. vrac (le kg) ;  ;  ;  ;  ;  ;  ; 2.95; 2.37; 2.60; 4.77; 2.84; 2.38
5435;Bassins Sud-Est et Roussillon : fruits et légumes bio; CORIANDRE Méditerranée biologique (la botte) ; 1.11; 0.96;  ;  ;  ;  ;  ; 0.96; 0.98; 1.06; 1.07; 1.00
5436;MIN de Rungis : fruits et légumes 2; CORIANDRE France botte (les 10 bottes) ;  ;  ; 4.00; 4.00; 4.00; 4.00; 4.00; 4.00;  ;  ;  ;  
5437;MIN de Rungis : fruits et légumes 2; CORIANDRE Import botte (les 10 bottes) ;  ; 4.20; 3.80; 3.80; 3.80; 3.80; 3.80; 3.80; 3.80; 3.80; 3.80; 3.80
5438;MIN de Rungis : fruits et légumes 2; PRUNEAU Sud-Ouest 28-33mm (le kg) ;  ; 5.20; 5.20; 5.20; 5.20; 5.20; 5.20; 5.20; 5.20; 5.20; 5.20; 5.20
5439;Marché de Lyon-Corbas carreau : fruits et légumes; TOMATE allongée coeur Rhône-Alpes (le kg) ;  ; 3.10; 3.04; 2.21; 2.46; 2.78; 2.50;  ;  ;  ;  ;  
5440;Marché de Lyon-Corbas carreau : fruits et légumes; TOMATE allongée Rhône-Alpes cat.I (le kg) ;  ;  ;  ;  ; 1.20; 1.16;  ;  ;  ;  ;  ;  
5441;Marché de Lyon-Corbas carreau : fruits et légumes; TOMATE Rhône-Alpes grappe (le kg) ;  ; 1.80; 1.66; 1.30; 1.36; 1.30;  ;  ;  ;  ;  ;  
5442;Marché de Lyon-Corbas carreau : fruits et légumes; TOMATE ronde Rhône-Alpes cat.I 57-67mm (le kg) ;  ; 1.15; 1.09; 0.81; 0.71; 1.00;  ;  ;  ;  ;  ;  
5443;Marché de Lyon-Corbas carreau : fruits et légumes; TOMATE ronde Rhône-Alpes cat.I 67-82mm (le kg) ;  ; 1.50; 1.41; 1.21; 1.11; 1.33;  ;  ;  ;  ;  ;  
5444;Marché de Lyon-Corbas carreau : fruits et légumes; TOMATE ronde Rhône-Alpes cat.I 82-102mm (le kg) ;  ; 1.70; 1.62; 1.41; 1.31; 1.50;  ;  ;  ;  ;  ;  
5445;Marché de Perpignan carreau : fruits et légumes; TOMATE allongée Roussillon (le kg) ;  ;  ; 1.50; 1.50; 1.50; 1.50;  ;  ;  ;  ;  ;  
5446;Marché de Perpignan carreau : fruits et légumes; TOMATE anciennes Roussillon (le kg) ; 2.80; 2.71; 2.57; 2.39; 2.05; 2.20; 2.20; 2.20; 2.20; 2.20; 2.20; 2.20
5447;Marché de Perpignan carreau : fruits et légumes; TOMATE cocktail Roussillon (le kg) ; 3.20; 3.71; 4.40; 4.39; 4.30; 4.30; 4.30; 4.30; 4.30; 4.30; 4.30; 4.30
